Entry,wormbase CDS,Entry name,fragment,Status,Protein names,Gene names,Organism,Length,Taxonomic lineage (ALL),Glycosylation,Transmembrane,Cross-reference (PDB),Sequence uncertainty,Sequence conflict,Sequence caution,Disulfide bond,Cross-reference (Pfam),Cross-reference (GeneID),Cross-reference (UniGene),Cross-reference (RefSeq),Cross-reference (GenBank),Cross-reference (WormBase)
Q18600,C44B7.11,ERP1B_CAEEL,Err:504,reviewed,Putative endoplasmic reticulum metallopeptidase 1-B (EC 3.4.-.-) (FXNA-like protease),C44B7.11,Caenorhabditis elegans,895,"cellular organisms, Eukaryota, Opisthokonta, Metazoa, Eumetazoa, Bilateria, Protostomia, Ecdysozoa, Nematoda (roundworms), Chromadorea, Rhabditida, Rhabditoidea, Rhabditidae, Peloderinae, Caenorhabditis, Caenorhabditis elegans",CARBOHYD 156 156 N-linked (GlcNAc...). {ECO:0000255|PROSITE-ProRule:PRU00498}.; CARBOHYD 679 679 N-linked (GlcNAc...). {ECO:0000269|PubMed:17761667}.; CARBOHYD 796 796 N-linked (GlcNAc...). {ECO:0000255|PROSITE-ProRule:PRU00498}.,TRANSMEM 40 60 Helical; Name=1. {ECO:0000255}.; TRANSMEM 375 395 Helical; Name=2. {ECO:0000255}.; TRANSMEM 425 445 Helical; Name=3. {ECO:0000255}.; TRANSMEM 458 478 Helical; Name=4. {ECO:0000255}.; TRANSMEM 490 512 Helical; Name=5. {ECO:0000255}.; TRANSMEM 516 538 Helical; Name=6. {ECO:0000255}.; TRANSMEM 554 574 Helical; Name=7. {ECO:0000255}.; TRANSMEM 585 605 Helical; Name=8. {ECO:0000255}.; TRANSMEM 620 640 Helical; Name=9. {ECO:0000255}.,,,,,,PF04389;,183431;,Cel.36921;,NP_495410.4;,,C44B7.11;
Q9XU98,F32A7.3a,EVA1_CAEEL,Err:504,reviewed,Protein eva-1 (Enhancer of ventral-axon guidance defects of unc-40 mutants),eva-1 F32A7.3,Caenorhabditis elegans,461,"cellular organisms, Eukaryota, Opisthokonta, Metazoa, Eumetazoa, Bilateria, Protostomia, Ecdysozoa, Nematoda (roundworms), Chromadorea, Rhabditida, Rhabditoidea, Rhabditidae, Peloderinae, Caenorhabditis, Caenorhabditis elegans",,TRANSMEM 370 390 Helical. {ECO:0000255}.,,,,,,PF02140;,173355;,Cel.18817;,NP_493590.2;NP_493591.2;,,F32A7.3a;
Q8WQA4,Y105E8A.22,EXC4_CAEEL,Err:504,reviewed,Chloride intracellular channel exc-4 (Excretory canal abnormal protein 4),exc-4 Y105E8A.22,Caenorhabditis elegans,290,"cellular organisms, Eukaryota, Opisthokonta, Metazoa, Eumetazoa, Bilateria, Protostomia, Ecdysozoa, Nematoda (roundworms), Chromadorea, Rhabditida, Rhabditoidea, Rhabditidae, Peloderinae, Caenorhabditis, Caenorhabditis elegans",,TRANSMEM 37 57 Helical; Note=After insertion into the membrane. {ECO:0000255}.,2YV9;,,,,,PF14497;,173314;,Cel.24092;,NP_740950.2;,,Y105E8A.22;
Q9XVE5,C04F12.10,FACE1_CAEEL,Err:504,reviewed,CAAX prenyl protease 1 homolog (EC 3.4.24.84) (Farnesylated proteins-converting enzyme 1) (FACE-1),fce-1 C04F12.10,Caenorhabditis elegans,442,"cellular organisms, Eukaryota, Opisthokonta, Metazoa, Eumetazoa, Bilateria, Protostomia, Ecdysozoa, Nematoda (roundworms), Chromadorea, Rhabditida, Rhabditoidea, Rhabditidae, Peloderinae, Caenorhabditis, Caenorhabditis elegans",,TRANSMEM 63 83 Helical. {ECO:0000255}.; TRANSMEM 85 105 Helical. {ECO:0000255}.; TRANSMEM 147 167 Helical. {ECO:0000255}.; TRANSMEM 171 191 Helical. {ECO:0000255}.; TRANSMEM 312 332 Helical. {ECO:0000255}.; TRANSMEM 350 370 Helical. {ECO:0000255}.,,,,,,PF01435;,172820;,Cel.5008;,NP_492582.1;,,C04F12.10;
G5EEP3,F48F5.5,FACE2_CAEEL,Err:504,reviewed,CAAX prenyl protease 2 homolog (EC 3.4.22.-) (Farnesylated proteins-converting enzyme 2) (FACE-2),fce-2 F48F5.5,Caenorhabditis elegans,266,"cellular organisms, Eukaryota, Opisthokonta, Metazoa, Eumetazoa, Bilateria, Protostomia, Ecdysozoa, Nematoda (roundworms), Chromadorea, Rhabditida, Rhabditoidea, Rhabditidae, Peloderinae, Caenorhabditis, Caenorhabditis elegans",,TRANSMEM 1 21 Helical. {ECO:0000255}.; TRANSMEM 42 59 Helical. {ECO:0000255}.; TRANSMEM 78 98 Helical. {ECO:0000255}.; TRANSMEM 186 206 Helical. {ECO:0000255}.; TRANSMEM 210 230 Helical. {ECO:0000255}.; TRANSMEM 239 259 Helical. {ECO:0000255}.,,,,,,PF02517;,3565253;,Cel.24789;,NP_001023947.1;,,F48F5.5;
Q09993,K10B2.4,ASTER_CAEEL,Err:504,reviewed,Protein Asterix,K10B2.4,Caenorhabditis elegans,113,"cellular organisms, Eukaryota, Opisthokonta, Metazoa, Eumetazoa, Bilateria, Protostomia, Ecdysozoa, Nematoda (roundworms), Chromadorea, Rhabditida, Rhabditoidea, Rhabditidae, Peloderinae, Caenorhabditis, Caenorhabditis elegans",,TRANSMEM 81 97 Helical. {ECO:0000255}.,,,,,,PF03669;,174054;,Cel.14768;,NP_495281.1;,,K10B2.4;
Q9XVV5,F28D1.11,DPM3_CAEEL,Err:504,reviewed,Probable dolichol-phosphate mannosyltransferase subunit 3 (Dolichol-phosphate mannose synthase subunit 3) (DPM synthase subunit 3) (Dolichyl-phosphate beta-D-mannosyltransferase subunit 3) (Mannose-P-dolichol synthase subunit 3) (MPD synthase subunit 3),dpm-3 F28D1.11,Caenorhabditis elegans,95,"cellular organisms, Eukaryota, Opisthokonta, Metazoa, Eumetazoa, Bilateria, Protostomia, Ecdysozoa, Nematoda (roundworms), Chromadorea, Rhabditida, Rhabditoidea, Rhabditidae, Peloderinae, Caenorhabditis, Caenorhabditis elegans",,TRANSMEM 10 30 Helical. {ECO:0000255}.; TRANSMEM 44 64 Helical. {ECO:0000255}.,,,,,,PF08285;,178189;,Cel.13059;,NP_502366.1;,,F28D1.11;
G5EGA5,W02A2.1a,FAT2_CAEEL,Err:504,reviewed,Delta(12) fatty acid desaturase fat-2 (EC 1.14.19.-) (Fatty acid desaturase 2),fat-2 W02A2.1,Caenorhabditis elegans,376,"cellular organisms, Eukaryota, Opisthokonta, Metazoa, Eumetazoa, Bilateria, Protostomia, Ecdysozoa, Nematoda (roundworms), Chromadorea, Rhabditida, Rhabditoidea, Rhabditidae, Peloderinae, Caenorhabditis, Caenorhabditis elegans",,TRANSMEM 45 65 Helical. {ECO:0000255}.; TRANSMEM 69 89 Helical. {ECO:0000255}.; TRANSMEM 203 223 Helical. {ECO:0000255}.; TRANSMEM 228 248 Helical. {ECO:0000255}.,,,,,,PF11960;PF00487;,178293;,Cel.5106;,NP_502560.1;,,W02A2.1;
Q9NEQ0,Y67H2A.8,FAT1_CAEEL,Err:504,reviewed,Omega-3 fatty acid desaturase fat-1 (EC 1.14.19.-) (Fatty acid desaturase 1),fat-1 Y67H2A.8,Caenorhabditis elegans,402,"cellular organisms, Eukaryota, Opisthokonta, Metazoa, Eumetazoa, Bilateria, Protostomia, Ecdysozoa, Nematoda (roundworms), Chromadorea, Rhabditida, Rhabditoidea, Rhabditidae, Peloderinae, Caenorhabditis, Caenorhabditis elegans",,TRANSMEM 79 99 Helical. {ECO:0000255}.; TRANSMEM 101 121 Helical. {ECO:0000255}.; TRANSMEM 235 255 Helical. {ECO:0000255}.; TRANSMEM 260 280 Helical. {ECO:0000255}.,,,CONFLICT 231 231 E -> D (in Ref. 1; AAA67369). {ECO:0000305}.,,,PF00487;,178291;,Cel.23442;,NP_001023560.1;,,Y67H2A.8;
Q23221,W08D2.4a,FAT3_CAEEL,Err:504,reviewed,Delta(6)-fatty-acid desaturase fat-3 (EC 1.14.19.-) (Fatty acid desaturase 3),fat-3 W08D2.4,Caenorhabditis elegans,443,"cellular organisms, Eukaryota, Opisthokonta, Metazoa, Eumetazoa, Bilateria, Protostomia, Ecdysozoa, Nematoda (roundworms), Chromadorea, Rhabditida, Rhabditoidea, Rhabditidae, Peloderinae, Caenorhabditis, Caenorhabditis elegans",,TRANSMEM 136 156 Helical. {ECO:0000255}.; TRANSMEM 296 316 Helical. {ECO:0000255}.; TRANSMEM 318 338 Helical. {ECO:0000255}.,,,CONFLICT 401 401 M -> V (in Ref. 1; AAC15586). {ECO:0000305}.,,,PF00173;PF00487;,177820;,Cel.17880;,NP_001255426.1;NP_001255427.1;NP_001255428.1;,,W08D2.4a;W08D2.4b;W08D2.4c;
G5ED44,W06D12.3,FAT5_CAEEL,Err:504,reviewed,Delta(9)-fatty-acid desaturase fat-5 (EC 1.14.19.-) (Fatty acid desaturase 5) (Palmitoyl-CoA fatty acid desaturase),fat-5 W06D12.3,Caenorhabditis elegans,333,"cellular organisms, Eukaryota, Opisthokonta, Metazoa, Eumetazoa, Bilateria, Protostomia, Ecdysozoa, Nematoda (roundworms), Chromadorea, Rhabditida, Rhabditoidea, Rhabditidae, Peloderinae, Caenorhabditis, Caenorhabditis elegans",,TRANSMEM 42 62 Helical. {ECO:0000255}.; TRANSMEM 66 86 Helical. {ECO:0000255}.; TRANSMEM 187 207 Helical. {ECO:0000255}.; TRANSMEM 210 230 Helical. {ECO:0000255}.,,,,,,PF00487;,180162;,Cel.19486;,NP_507482.1;,,W06D12.3;
G5EGN2,VZK822L.1a,FAT6_CAEEL,Err:504,reviewed,Delta(9)-fatty-acid desaturase fat-6 (Fatty-acid desaturase 6) (Stearoyl-CoA desaturase fat-6) (EC 1.14.19.-),fat-6 VZK822L.1,Caenorhabditis elegans,339,"cellular organisms, Eukaryota, Opisthokonta, Metazoa, Eumetazoa, Bilateria, Protostomia, Ecdysozoa, Nematoda (roundworms), Chromadorea, Rhabditida, Rhabditoidea, Rhabditidae, Peloderinae, Caenorhabditis, Caenorhabditis elegans",,TRANSMEM 52 72 Helical. {ECO:0000255}.; TRANSMEM 77 97 Helical. {ECO:0000255}.; TRANSMEM 195 215 Helical. {ECO:0000255}.; TRANSMEM 219 241 Helical. {ECO:0000255}.,,,,,,PF00487;,178122;,Cel.19485;,NP_001255595.1;NP_001255596.1;NP_001255597.1;,,VZK822L.1a;VZK822L.1b;VZK822L.1c;
G5EGH6,F10D2.9,FAT7_CAEEL,Err:504,reviewed,Delta(9)-fatty-acid desaturase fat-7 (Fatty-acid desaturase 7) (Stearoyl-CoA desaturase fat-7) (EC 1.14.19.-),fat-7 F10D2.9,Caenorhabditis elegans,338,"cellular organisms, Eukaryota, Opisthokonta, Metazoa, Eumetazoa, Bilateria, Protostomia, Ecdysozoa, Nematoda (roundworms), Chromadorea, Rhabditida, Rhabditoidea, Rhabditidae, Peloderinae, Caenorhabditis, Caenorhabditis elegans",,TRANSMEM 51 71 Helical. {ECO:0000255}.; TRANSMEM 76 96 Helical. {ECO:0000255}.; TRANSMEM 194 214 Helical. {ECO:0000255}.; TRANSMEM 218 238 Helical. {ECO:0000255}.,,,,,,PF00487;,179100;,Cel.3272;,NP_504814.1;,,F10D2.9;
Q17388,F43G9.6a,FER1_CAEEL,Err:504,reviewed,Sperm vesicle fusion protein fer-1,fer-1 F43G9.6,Caenorhabditis elegans,2034,"cellular organisms, Eukaryota, Opisthokonta, Metazoa, Eumetazoa, Bilateria, Protostomia, Ecdysozoa, Nematoda (roundworms), Chromadorea, Rhabditida, Rhabditoidea, Rhabditidae, Peloderinae, Caenorhabditis, Caenorhabditis elegans",,TRANSMEM 1999 2019 Helical. {ECO:0000255}.,,,,,,PF00168;PF08165;PF08150;,172659;,Cel.18560;,NP_492337.1;,,F43G9.6a;
O44616,R09B5.11,FGTH1_CAEEL,Err:504,reviewed,Facilitated glucose transporter homolog,R09B5.11,Caenorhabditis elegans,516,"cellular organisms, Eukaryota, Opisthokonta, Metazoa, Eumetazoa, Bilateria, Protostomia, Ecdysozoa, Nematoda (roundworms), Chromadorea, Rhabditida, Rhabditoidea, Rhabditidae, Peloderinae, Caenorhabditis, Caenorhabditis elegans",,TRANSMEM 48 68 Helical; Name=1. {ECO:0000255}.; TRANSMEM 102 122 Helical; Name=2. {ECO:0000255}.; TRANSMEM 139 159 Helical; Name=3. {ECO:0000255}.; TRANSMEM 162 182 Helical; Name=4. {ECO:0000255}.; TRANSMEM 201 221 Helical; Name=5. {ECO:0000255}.; TRANSMEM 223 243 Helical; Name=6. {ECO:0000255}.; TRANSMEM 307 327 Helical; Name=7. {ECO:0000255}.; TRANSMEM 345 365 Helical; Name=8. {ECO:0000255}.; TRANSMEM 377 397 Helical; Name=9. {ECO:0000255}.; TRANSMEM 410 430 Helical; Name=10. {ECO:0000255}.; TRANSMEM 445 465 Helical; Name=11. {ECO:0000255}.; TRANSMEM 472 492 Helical; Name=12. {ECO:0000255}.,,,,,,PF00083;,178634;,Cel.7764;,NP_503413.2;,,R09B5.11;
Q23544,ZK593.8,FICD_CAEEL,Err:504,reviewed,Adenosine monophosphate-protein transferase FICD homolog (EC 2.7.7.n1),ZK593.8,Caenorhabditis elegans,508,"cellular organisms, Eukaryota, Opisthokonta, Metazoa, Eumetazoa, Bilateria, Protostomia, Ecdysozoa, Nematoda (roundworms), Chromadorea, Rhabditida, Rhabditoidea, Rhabditidae, Peloderinae, Caenorhabditis, Caenorhabditis elegans",,TRANSMEM 44 64 Helical. {ECO:0000255}.,,,,,,PF02661;,177990;,Cel.17773;,NP_502036.1;,,ZK593.8;
Q5CZ37,ZK265.9,FITM_CAEEL,Err:504,reviewed,FIT family protein ZK265.9,ZK265.9,Caenorhabditis elegans,283,"cellular organisms, Eukaryota, Opisthokonta, Metazoa, Eumetazoa, Bilateria, Protostomia, Ecdysozoa, Nematoda (roundworms), Chromadorea, Rhabditida, Rhabditoidea, Rhabditidae, Peloderinae, Caenorhabditis, Caenorhabditis elegans",,TRANSMEM 40 60 Helical. {ECO:0000255}.; TRANSMEM 82 102 Helical. {ECO:0000255}.; TRANSMEM 121 141 Helical. {ECO:0000255}.; TRANSMEM 169 189 Helical. {ECO:0000255}.; TRANSMEM 220 240 Helical. {ECO:0000255}.; TRANSMEM 241 261 Helical. {ECO:0000255}.,,,,,,PF10261;,3565961;,Cel.16148;,NP_001021865.1;,,ZK265.9;
O17798,F11A6.1a,FKPC1_CAEEL,Err:504,reviewed,Furin-like protease kpc-1 (EC 3.4.21.-),kpc-1 F11A6.1,Caenorhabditis elegans,760,"cellular organisms, Eukaryota, Opisthokonta, Metazoa, Eumetazoa, Bilateria, Protostomia, Ecdysozoa, Nematoda (roundworms), Chromadorea, Rhabditida, Rhabditoidea, Rhabditidae, Peloderinae, Caenorhabditis, Caenorhabditis elegans",CARBOHYD 275 275 N-linked (GlcNAc...). {ECO:0000255}.; CARBOHYD 455 455 N-linked (GlcNAc...). {ECO:0000255}.; CARBOHYD 487 487 N-linked (GlcNAc...). {ECO:0000255}.,TRANSMEM 739 759 Helical. {ECO:0000255}.,,,,,DISULFID 279 428 {ECO:0000250|UniProtKB:P23188}.; DISULFID 371 401 {ECO:0000250|UniProtKB:P23188}.; DISULFID 518 612 {ECO:0000250|UniProtKB:P23188}.,PF01483;PF00082;,173051;,Cel.22630;,NP_001021101.1;NP_492974.2;,,F11A6.1a;F11A6.1b;
Q9NLA1,F09B12.6,FLR4_CAEEL,Err:504,reviewed,Serine/threonine-protein kinase flr-4 (EC 2.7.11.1) (Fluoride-resistant protein 4),flr-4 F09B12.6,Caenorhabditis elegans,570,"cellular organisms, Eukaryota, Opisthokonta, Metazoa, Eumetazoa, Bilateria, Protostomia, Ecdysozoa, Nematoda (roundworms), Chromadorea, Rhabditida, Rhabditoidea, Rhabditidae, Peloderinae, Caenorhabditis, Caenorhabditis elegans",,TRANSMEM 400 420 Helical. {ECO:0000255}.; TRANSMEM 425 445 Helical. {ECO:0000255}.; TRANSMEM 471 491 Helical. {ECO:0000255}.,,,,,,PF00069;,181604;,Cel.19531;,NP_510508.1;,,F09B12.6;
Q17766,C06H2.4,FOLT1_CAEEL,Err:504,reviewed,Folate transporter 1,folt-1 tag-330 C06H2.4,Caenorhabditis elegans,453,"cellular organisms, Eukaryota, Opisthokonta, Metazoa, Eumetazoa, Bilateria, Protostomia, Ecdysozoa, Nematoda (roundworms), Chromadorea, Rhabditida, Rhabditoidea, Rhabditidae, Peloderinae, Caenorhabditis, Caenorhabditis elegans",CARBOHYD 36 36 N-linked (GlcNAc...). {ECO:0000255}.; CARBOHYD 260 260 N-linked (GlcNAc...). {ECO:0000255}.,TRANSMEM 48 68 Helical. {ECO:0000255}.; TRANSMEM 73 93 Helical. {ECO:0000255}.; TRANSMEM 102 122 Helical. {ECO:0000255}.; TRANSMEM 136 156 Helical. {ECO:0000255}.; TRANSMEM 161 181 Helical. {ECO:0000255}.; TRANSMEM 276 296 Helical. {ECO:0000255}.; TRANSMEM 306 326 Helical. {ECO:0000255}.; TRANSMEM 331 351 Helical. {ECO:0000255}.; TRANSMEM 368 388 Helical. {ECO:0000255}.; TRANSMEM 401 421 Helical. {ECO:0000255}.,,,CONFLICT 273 274 PD -> SE (in Ref. 3; CB397828). {ECO:0000305}.; CONFLICT 286 287 TA -> KS (in Ref. 3; CB397828). {ECO:0000305}.; CONFLICT 292 292 L -> I (in Ref. 3; CB397828). {ECO:0000305}.; CONFLICT 301 301 I -> M (in Ref. 3; CB397828). {ECO:0000305}.; CONFLICT 314 315 TS -> PY (in Ref. 3; CB397828). {ECO:0000305}.; CONFLICT 324 325 LC -> IW (in Ref. 3; CB397828). {ECO:0000305}.; CONFLICT 330 330 T -> S (in Ref. 3; CB397828). {ECO:0000305}.; CONFLICT 332 332 L -> M (in Ref. 3; CB397828). {ECO:0000305}.; CONFLICT 334 334 A -> G (in Ref. 3; CB397828). {ECO:0000305}.; CONFLICT 336 336 S -> Y (in Ref. 3; CB397828). {ECO:0000305}.; CONFLICT 348 351 LITA -> VRSV (in Ref. 3; CB397828). {ECO:0000305}.,,,PF01770;,179544;,Cel.4863;,NP_505833.3;,,C06H2.4;
Q22931,C50E3.16,FOLT3_CAEEL,Err:504,reviewed,Folate-like transporter 3,folt-3 C50E3.16,Caenorhabditis elegans,424,"cellular organisms, Eukaryota, Opisthokonta, Metazoa, Eumetazoa, Bilateria, Protostomia, Ecdysozoa, Nematoda (roundworms), Chromadorea, Rhabditida, Rhabditoidea, Rhabditidae, Peloderinae, Caenorhabditis, Caenorhabditis elegans",CARBOHYD 35 35 N-linked (GlcNAc...). {ECO:0000255}.; CARBOHYD 254 254 N-linked (GlcNAc...). {ECO:0000255}.,TRANSMEM 55 75 Helical. {ECO:0000255}.; TRANSMEM 78 98 Helical. {ECO:0000255}.; TRANSMEM 101 119 Helical. {ECO:0000255}.; TRANSMEM 136 156 Helical. {ECO:0000255}.; TRANSMEM 164 184 Helical. {ECO:0000255}.; TRANSMEM 313 333 Helical. {ECO:0000255}.; TRANSMEM 361 381 Helical. {ECO:0000255}.; TRANSMEM 392 412 Helical. {ECO:0000255}.,,,,,,PF01770;,4363081;,Cel.34086;,NP_001041097.2;,,C50E3.16;
O45166,F37B4.7,FOLT2_CAEEL,Err:504,reviewed,Folate-like transporter 2,folt-2 F37B4.7,Caenorhabditis elegans,424,"cellular organisms, Eukaryota, Opisthokonta, Metazoa, Eumetazoa, Bilateria, Protostomia, Ecdysozoa, Nematoda (roundworms), Chromadorea, Rhabditida, Rhabditoidea, Rhabditidae, Peloderinae, Caenorhabditis, Caenorhabditis elegans",CARBOHYD 35 35 N-linked (GlcNAc...). {ECO:0000255}.; CARBOHYD 254 254 N-linked (GlcNAc...). {ECO:0000255}.,TRANSMEM 48 68 Helical. {ECO:0000255}.; TRANSMEM 71 91 Helical. {ECO:0000255}.; TRANSMEM 99 119 Helical. {ECO:0000255}.; TRANSMEM 136 156 Helical. {ECO:0000255}.; TRANSMEM 164 184 Helical. {ECO:0000255}.; TRANSMEM 233 253 Helical. {ECO:0000255}.; TRANSMEM 299 319 Helical. {ECO:0000255}.; TRANSMEM 324 344 Helical. {ECO:0000255}.; TRANSMEM 361 381 Helical. {ECO:0000255}.; TRANSMEM 392 412 Helical. {ECO:0000255}.,,,,,,PF01770;,178745;,Cel.33016;,NP_503780.1;,,F37B4.7;
Q968A5,C50F4.14a,FUCT1_CAEEL,Err:504,reviewed,GDP-fucose transporter,C50F4.14,Caenorhabditis elegans,363,"cellular organisms, Eukaryota, Opisthokonta, Metazoa, Eumetazoa, Bilateria, Protostomia, Ecdysozoa, Nematoda (roundworms), Chromadorea, Rhabditida, Rhabditoidea, Rhabditidae, Peloderinae, Caenorhabditis, Caenorhabditis elegans",,TRANSMEM 30 47 Helical. {ECO:0000255}.; TRANSMEM 62 79 Helical. {ECO:0000255}.; TRANSMEM 126 148 Helical. {ECO:0000255}.; TRANSMEM 152 171 Helical. {ECO:0000255}.; TRANSMEM 180 202 Helical. {ECO:0000255}.; TRANSMEM 222 244 Helical. {ECO:0000255}.; TRANSMEM 251 273 Helical. {ECO:0000255}.; TRANSMEM 307 326 Helical. {ECO:0000255}.,,,,,,PF03151;,179342;,,NP_001263841.1;,,C50F4.14;
Q23424,ZK1248.14,FZO1_CAEEL,Err:504,reviewed,Transmembrane GTPase fzo-1 (EC 3.6.5.-),fzo-1 ZK1248.14,Caenorhabditis elegans,774,"cellular organisms, Eukaryota, Opisthokonta, Metazoa, Eumetazoa, Bilateria, Protostomia, Ecdysozoa, Nematoda (roundworms), Chromadorea, Rhabditida, Rhabditoidea, Rhabditidae, Peloderinae, Caenorhabditis, Caenorhabditis elegans",,TRANSMEM 618 638 Helical; Name=1. {ECO:0000255}.; TRANSMEM 641 661 Helical; Name=2. {ECO:0000255}.,,,,,,PF04799;,173990;,Cel.17600;,NP_495161.1;,,ZK1248.14;
Q09562,F47D12.5,GADR3_CAEEL,Err:504,reviewed,Gastrulation-defective protein 3,gadr-3 F47D12.5,Caenorhabditis elegans,710,"cellular organisms, Eukaryota, Opisthokonta, Metazoa, Eumetazoa, Bilateria, Protostomia, Ecdysozoa, Nematoda (roundworms), Chromadorea, Rhabditida, Rhabditoidea, Rhabditidae, Peloderinae, Caenorhabditis, Caenorhabditis elegans",,TRANSMEM 597 615 Helical. {ECO:0000255}.,,,,,,,185933;,Cel.10458;,NP_498378.2;,,F47D12.5;
Q8I136,Y116F11B.12a,GALT4_CAEEL,Err:504,reviewed,Polypeptide N-acetylgalactosaminyltransferase 4 (pp-GaNTase 4) (EC 2.4.1.41) (Protein-UDP acetylgalactosaminyltransferase 4) (UDP-GalNAc:polypeptide N-acetylgalactosaminyltransferase 4),gly-4 Y116F11B.12,Caenorhabditis elegans,589,"cellular organisms, Eukaryota, Opisthokonta, Metazoa, Eumetazoa, Bilateria, Protostomia, Ecdysozoa, Nematoda (roundworms), Chromadorea, Rhabditida, Rhabditoidea, Rhabditidae, Peloderinae, Caenorhabditis, Caenorhabditis elegans",CARBOHYD 523 523 N-linked (GlcNAc...). {ECO:0000255}.,TRANSMEM 12 31 Helical; Signal-anchor for type II membrane protein. {ECO:0000255}.,,,,,DISULFID 140 369 {ECO:0000255|PROSITE-ProRule:PRU00174}.; DISULFID 360 438 {ECO:0000255|PROSITE-ProRule:PRU00174}.; DISULFID 471 488 {ECO:0000255|PROSITE-ProRule:PRU00174}.; DISULFID 514 531 {ECO:0000255|PROSITE-ProRule:PRU00174}.; DISULFID 553 571 {ECO:0000255|PROSITE-ProRule:PRU00174}.,PF00535;PF00652;,180302;,Cel.19666;,NP_001024216.1;NP_507850.2;,,Y116F11B.12a;Y116F11B.12b;
O61394,H38K22.5a,GALT6_CAEEL,Err:504,reviewed,Probable N-acetylgalactosaminyltransferase 6 (EC 2.4.1.-) (Protein-UDP acetylgalactosaminyltransferase 6) (UDP-GalNAc:polypeptide N-acetylgalactosaminyltransferase 6) (pp-GaNTase 6),gly-6 H38K22.5,Caenorhabditis elegans,618,"cellular organisms, Eukaryota, Opisthokonta, Metazoa, Eumetazoa, Bilateria, Protostomia, Ecdysozoa, Nematoda (roundworms), Chromadorea, Rhabditida, Rhabditoidea, Rhabditidae, Peloderinae, Caenorhabditis, Caenorhabditis elegans",CARBOHYD 81 81 N-linked (GlcNAc...). {ECO:0000255}.; CARBOHYD 149 149 N-linked (GlcNAc...). {ECO:0000255}.; CARBOHYD 483 483 N-linked (GlcNAc...). {ECO:0000255}.; CARBOHYD 605 605 N-linked (GlcNAc...). {ECO:0000255}.,TRANSMEM 17 39 Helical; Signal-anchor for type II membrane protein. {ECO:0000255}.,,,,,DISULFID 147 381 {ECO:0000255|PROSITE-ProRule:PRU00174}.; DISULFID 372 452 {ECO:0000255|PROSITE-ProRule:PRU00174}.; DISULFID 487 505 {ECO:0000255|PROSITE-ProRule:PRU00174}.; DISULFID 530 550 {ECO:0000255|PROSITE-ProRule:PRU00174}.; DISULFID 575 597 {ECO:0000255|PROSITE-ProRule:PRU00174}.,PF00535;PF00652;,175558;,Cel.8088;,NP_001022644.1;NP_001022645.1;NP_001022646.1;,,H38K22.5a;H38K22.5b;H38K22.5c;
Q95ZJ1,Y39E4B.12a,GALT5_CAEEL,Err:504,reviewed,Polypeptide N-acetylgalactosaminyltransferase 5 (pp-GaNTase 5) (EC 2.4.1.41) (Protein-UDP acetylgalactosaminyltransferase 5) (UDP-GalNAc:polypeptide N-acetylgalactosaminyltransferase 5),gly-5 Y39E4B.12,Caenorhabditis elegans,626,"cellular organisms, Eukaryota, Opisthokonta, Metazoa, Eumetazoa, Bilateria, Protostomia, Ecdysozoa, Nematoda (roundworms), Chromadorea, Rhabditida, Rhabditoidea, Rhabditidae, Peloderinae, Caenorhabditis, Caenorhabditis elegans",CARBOHYD 32 32 N-linked (GlcNAc...). {ECO:0000255}.; CARBOHYD 338 338 N-linked (GlcNAc...). {ECO:0000255}.,TRANSMEM 12 31 Helical; Signal-anchor for type II membrane protein. {ECO:0000255}.,,,CONFLICT 361 361 K -> E (in Ref. 1; AAC13671/AAC13672/AAC13673). {ECO:0000305}.,,DISULFID 165 399 {ECO:0000255|PROSITE-ProRule:PRU00174}.; DISULFID 390 466 {ECO:0000255|PROSITE-ProRule:PRU00174}.; DISULFID 502 521 {ECO:0000255|PROSITE-ProRule:PRU00174}.; DISULFID 544 557 {ECO:0000255|PROSITE-ProRule:PRU00174}.; DISULFID 583 598 {ECO:0000255|PROSITE-ProRule:PRU00174}.,PF00535;PF00652;,176736;,Cel.19665;,NP_001022850.1;NP_001022851.1;NP_001022852.1;,,Y39E4B.12a;Y39E4B.12b;Y39E4B.12c;
O45293,Y66A7A.6,GALT8_CAEEL,Err:504,reviewed,Probable N-acetylgalactosaminyltransferase 8 (EC 2.4.1.-) (Protein-UDP acetylgalactosaminyltransferase 8) (UDP-GalNAc:polypeptide N-acetylgalactosaminyltransferase 8) (pp-GaNTase 8),gly-8 Y66A7A.6,Caenorhabditis elegans,421,"cellular organisms, Eukaryota, Opisthokonta, Metazoa, Eumetazoa, Bilateria, Protostomia, Ecdysozoa, Nematoda (roundworms), Chromadorea, Rhabditida, Rhabditoidea, Rhabditidae, Peloderinae, Caenorhabditis, Caenorhabditis elegans",CARBOHYD 52 52 N-linked (GlcNAc...). {ECO:0000269|PubMed:17761667}.; CARBOHYD 58 58 N-linked (GlcNAc...). {ECO:0000269|PubMed:17761667}.,TRANSMEM 4 24 Helical; Signal-anchor for type II membrane protein. {ECO:0000255}.,,,,,DISULFID 98 331 {ECO:0000250}.; DISULFID 322 399 {ECO:0000250}.,PF00535;,176595;,Cel.19663;,NP_499504.1;,,Y66A7A.6;
